account_id,account_name,balance
58996,George Garcia,183840.59
29807,Anthony Jones,163391.51
70588,Kenneth Flores,241486.45
80897,Mary Allen,245484.93
51632,William Sanchez,231899.44
67676,Robert Carter,38041.73
88159,Javier Hill,87919.69
29126,Carlos Rodriguez,132073.26
11062,Camila Scott,110264.82
52853,Kimberly Thompson,247720.39
43654,Sandra Perez,158077.45
47372,Barbara Carter,9793.0
60160,Sarah Baker,57148.27
50148,Javier Green,74952.58
40930,Joseph Garcia,242843.65
57810,Andrew Martinez,130944.93
30152,Margaret Wilson,120194.62
90525,Charles Reyes,58660.4
34295,William Scott,218263.02
55549,Deborah Jones,98012.21
75892,Joshua Young,237167.89
40379,Betty Morales,158268.23
72920,Donna Hernandez,80928.89
30406,Christopher Mitchell,64173.23
82076,Camila Hill,133029.76
25616,Edward Anderson,206370.97
76232,Carol Garcia,172272.69
19548,Kenneth Morales,211731.08
89536,Joshua Adams,217867.64
25976,Miguel Anderson,88424.25
82687,Luis Ramirez,47902.4
51981,Lisa Roberts,48058.26
20415,Jessica Walker,63973.55
42680,Lisa Moore,231890.73
47611,Michael Williams,204302.39
15660,Miguel Thompson,168821.39
21350,Andrew Morales,226160.28
74422,Christopher Clark,131420.56
26723,Donald Martin,30265.41
86976,Donna Jackson,7613.92
40419,Isabella Adams,151595.99
10523,Robert Walker,219295.57
15974,Isabella Thomas,2611.94
96695,Matthew Gutierrez,86828.64
25901,Valentina Clark,37778.97
89499,Thomas Ramirez,12967.92
75220,Kevin Rodriguez,87636.53
16201,Gabriela Adams,8932.67
65456,Maria Lewis,190442.79
66077,John Cruz,224848.55
85555,Sarah Hernandez,64128.6
16176,Carlos Perez,76805.5
49877,Gabriela Jones,148324.32
48548,Charles Sanchez,208317.69
52758,Lisa Hall,148148.52
23504,Valentina Wilson,229750.43
11075,Anthony Miller,19593.95
97007,Maria Williams,248249.69
71483,Stephanie Garcia,101812.68
53922,Kevin Rivera,27507.43
61422,David Scott,215962.82
76262,Stephanie Moore,200418.19
43701,Lisa Sanchez,104010.17
58147,Sandra Campbell,27646.94
40834,Michael Sanchez,70508.53
63785,Melissa King,240840.81
86573,Brian Hernandez,105082.04
24444,Anthony King,84032.44
47773,William Moore,48261.64
92291,Patricia Brown,229421.87
63582,Edward Williams,136942.7
25360,Amanda Adams,132057.71
33712,James Thompson,53748.58
82582,Thomas Wilson,119708.07
69382,Brian Wright,51773.87
51587,Bryan Smith,81441.68
91562,Luis Moore,121010.24
87058,Jessica Thomas,173287.34
37694,Stephanie Gonzalez,61835.29
20292,Brian White,114381.73
49571,Paul Davis,45290.58
85475,Miguel Hill,159775.76
38060,Ashley Rodriguez,224306.13
39600,Christopher Hall,24707.56
41044,Sofia Castillo,56817.11
53142,Amanda Martin,43937.89
25207,Carlos Smith,155317.8
88141,Maria Martin,174354.67
51067,Amanda Harris,17514.78
97754,Isabella Castillo,128356.33
24707,Barbara Cruz,15637.96
46669,Michael Lee,87539.83
91014,Mary Williams,100982.34
97193,Donald Gutierrez,13846.73
24056,Joshua Torres,10846.21
10387,Miguel Robinson,125916.42
15289,Joseph Cruz,196067.26
81661,Jessica Jackson,16552.94
86565,Michael Castillo,150234.91
85318,Jennifer Walker,237328.57
88481,Paul Reyes,177625.12
24442,Andrew Reyes,159081.04
54662,John Hall,235018.56
39680,Kimberly Jones,41674.18
11666,Sarah Scott,202793.71
90970,Anthony Harris,83042.6
26638,Anthony Hall,81309.25
37011,Brian Gonzalez,147906.94
31783,Karen Adams,118181.64
59160,Jessica Wilson,180086.71
37252,Andrew Williams,45722.42
27242,George Flores,74901.65
64372,Javier Taylor,66019.57
96945,Mark Flores,249897.93
70423,Sandra Thompson,111926.91
89318,Isabella King,215383.12
22587,Paul Clark,72912.64
21196,Donna Ramirez,19555.63
42296,Paul Cruz,93035.94
17218,Donna King,83222.39
77664,Anthony Young,142949.79
14464,Luis Brown,214331.2
34925,Brian Hernandez,162812.26
33532,Barbara Anderson,72144.05
97487,Emily Davis,20354.5
34233,Thomas Lee,75264.22
39107,Stephanie Campbell,124153.62
19414,William Nelson,188878.71
24175,William Wilson,184038.72
77850,Kimberly Rivera,45010.38
61869,Mark Thompson,215280.85
11167,Michael Scott,160583.98
32125,Kimberly Mitchell,203427.32
48793,Anthony Ortiz,198715.68
58166,Donald Rodriguez,218496.8
55313,Nancy Ortiz,15116.72
58561,Christopher Taylor,116567.18
44605,Paul Torres,142484.33
67398,Thomas Green,92552.92
28146,Charles Walker,240778.66
84717,George Lopez,135652.84
23366,Donna Davis,232711.6
55859,Bryan Rivera,219687.75
73617,Robert Green,41655.84
30272,Deborah Thompson,194096.4
16537,Ashley Scott,93098.44
46259,William Reyes,174962.26
75876,Karen Campbell,16859.29
29459,Deborah Hill,95593.06
32372,Elizabeth Campbell,145277.34
65359,William Rodriguez,85557.43
14466,Mark Green,102953.32
49253,Melissa Adams,163762.36
31235,Miguel Martin,48025.74
60382,Sofia Walker,26609.02
58621,Elizabeth Campbell,203705.1
35808,Diego Gonzalez,218049.8
32898,Karen Harris,63568.41
85686,Patricia Miller,77740.69
75402,Michael Martinez,11439.08
43346,Edward Smith,214443.16
27201,Mark Lee,48320.94
43311,Daniel Thompson,97727.41
51527,John Wilson,224391.64
46452,Jennifer Jones,212619.34
24228,James Johnson,168899.32
73614,Emily Hill,224357.62
61304,Mary Rodriguez,244376.75
30212,Daniel Gutierrez,29185.84
27968,Valentina Lewis,106504.69
43160,Mark Thompson,103559.04
95219,Carlos King,225518.19
87096,Maria Morales,214458.53
84636,Thomas Rodriguez,22604.95
27204,Sarah Moore,17798.09
83984,Kenneth Williams,225108.6
10201,Ashley Mitchell,50371.14
67860,Emily Sanchez,151784.49
84453,Isabella Walker,131307.31
13900,Kenneth Harris,37286.05
78486,Edward Ramirez,115389.49
19084,Betty Scott,158575.51
96929,Mark Campbell,132123.77
99990,Isabella Gonzalez,127907.28
14824,Melissa Cruz,38210.07
33635,Ashley Martin,180925.73
51867,Deborah Lewis,155152.68
51305,Ashley Johnson,169871.34
45103,Gabriela Rivera,49444.94
72501,Donald Cruz,87693.14
86276,Luis Scott,89436.3
45780,Donna Young,218548.48
79957,Diego Wilson,10909.74
87663,Mary Thompson,144862.68
25632,Karen King,161732.6
31841,Michael Mitchell,243020.15
79128,Andrew Gonzalez,179978.29
39018,Miguel Martinez,159613.79
23107,Ashley Baker,28111.09
37176,Camila White,148804.23
43728,George Miller,190571.55
44743,Edward Anderson,227149.09
53454,Joseph Jackson,70591.6
34350,Michael Jackson,54671.86
71312,Paul Ortiz,12858.14
20146,Donald Ortiz,22731.19
97775,Karen Baker,73376.71
50976,Emily Walker,101680.35
60317,Emily Castillo,33203.37
23636,Amanda Lopez,199379.71
88621,Isabella Smith,56038.12
64971,Sofia Walker,193263.22
94941,Gabriela Rodriguez,119469.61
85451,George Ramirez,222346.5
77570,Andrew Young,188025.82
53979,Nancy Harris,169115.12
11542,Kimberly Davis,190967.66
57670,Michael Robinson,233527.04
91453,Susan Gonzalez,238935.76
81403,William Thompson,84019.69
76830,John Carter,51580.34
14927,Sofia Lopez,129362.41
97482,Deborah Anderson,245408.89
18376,Susan Miller,114836.29
17560,Emily Hall,61621.02
28918,Amanda Jackson,42475.79
39092,Jessica Moore,140239.48
59639,Margaret Lewis,214526.73
33749,Donald Miller,24385.8
44941,Lisa Ortiz,224613.92
64310,Patricia Castillo,15767.19
92313,Isabella Wilson,88861.09
51344,Sandra Wright,234075.77
84796,Elizabeth Harris,107196.38
29655,James King,167483.37
61858,Andrew Lewis,68515.68
41099,Christopher King,180511.7
73134,Javier Carter,138752.58
42597,Diego Lopez,142078.21
58608,Patricia Sanchez,185460.14
66536,Margaret Johnson,190297.96
78419,Camila Thomas,93792.56
49864,George Ortiz,245928.12
26142,Joshua Johnson,249927.77
19952,Thomas Scott,50905.01
94011,Camila Nelson,179335.97
97662,Matthew Gonzalez,62469.63
56753,James Garcia,196285.91
65708,George King,243261.59
66662,Edward Martinez,226108.5
53057,Donna Moore,103066.5
45313,George Rodriguez,172548.46
66582,Maria Perez,70293.31
65894,Nancy Brown,46625.47
42625,George Moore,206487.18
60528,Sofia Miller,98724.2
37536,Jessica Johnson,145442.8
87100,Barbara Davis,202514.81
16267,Maria Gutierrez,64677.09
46004,Daniel Roberts,85631.85
57524,Kenneth Mitchell,205963.09
14097,Andrew Lopez,153744.83
10737,Carol Wilson,52885.34
22160,Jessica Anderson,69673.34
33855,Michelle Ortiz,84687.66
89928,Karen Sanchez,228029.18
20101,Miguel Wright,176150.69
85357,Anthony Carter,218636.87
42318,Joshua Brown,48088.38
49521,Jennifer Cruz,232293.88
53755,Maria White,245800.67
88940,Deborah Scott,18806.37
58778,Andrew Gonzalez,1626.47
29081,John Gutierrez,49481.6
44436,Barbara Rodriguez,178684.59
18547,Deborah Clark,50527.36
81814,Stephanie Nelson,59400.79
31891,Amanda Ortiz,55828.24
18933,Patricia Jackson,65613.91
16027,Nancy Thomas,124723.18
84344,Kevin Hill,66949.04
12177,John Garcia,230149.2
82930,Camila Reyes,32903.19
14500,Steven Campbell,207146.93
80441,Matthew Harris,42992.23
42350,Javier Moore,90770.8
19067,Brian Green,247743.52
67956,George Perez,182284.34
33767,Melissa Moore,29247.84
61350,Karen Hall,110272.86
78081,Carol Jones,214417.85
64560,Kimberly Ortiz,106229.45
14986,Andrew Castillo,41003.96
63546,Javier Gutierrez,103809.91
99841,Betty Torres,79406.89
15692,Lisa Rodriguez,217301.74
43943,Brian Hernandez,81701.11
58056,Christopher Hill,32579.35
55526,Kimberly Taylor,182356.45
30902,Amanda Garcia,131733.57
61213,Andrew Jones,186052.88
94302,Carlos Gutierrez,56596.68
21431,Patricia Anderson,74229.97
64221,Karen Ortiz,137665.29
46901,Amanda Ortiz,179866.08
92963,Jennifer Robinson,19129.24
76789,Sandra Clark,80931.18
88558,Maria Clark,159652.82
82156,Linda White,161724.31
14777,Deborah Lopez,87175.26
30150,Karen Perez,169718.59
32058,Donald Castillo,109822.35
67551,Mary Baker,70760.59
34818,Kevin Morales,157884.31
48061,Donna Jackson,1533.38
30340,Joseph Wright,112480.86
30397,Diego Robinson,86320.55
98575,Mary Baker,220682.16
33646,Deborah Johnson,243213.67
90211,Amanda Miller,26224.27
25363,Javier Wilson,104494.16
98798,Diego Gonzalez,50962.83
62906,Daniel Mitchell,184329.7
48460,Donna Rivera,159503.25
39591,Ashley Jones,209072.39
98743,George Martin,245458.83
88187,Mark Lopez,62163.28
76896,Steven Johnson,49566.07
87410,Brian Davis,41511.8
57942,Mark Cruz,25933.04
83398,Robert Jackson,57599.15
57766,Sofia Martin,76513.14
84425,Camila Allen,79323.31
53138,Sarah Flores,179616.62
15181,Jennifer Roberts,162631.59
82510,James Hall,86658.97
55520,Steven Castillo,20.43
54086,Bryan Lewis,55670.97
42415,Mark Jones,5684.24
79081,John Garcia,84828.91
70895,Michael Cruz,240993.83
95487,Deborah Ortiz,235185.15
39690,Mary Miller,56478.42
18219,David Flores,173862.88
84662,Sofia Torres,223780.62
13470,Sandra Hernandez,76888.56
68116,Kenneth Gonzalez,81782.36
39871,James Roberts,47589.57
59246,Charles Garcia,197377.23
75684,Javier Torres,114061.54
62762,David Hernandez,89874.29
61509,Sandra Mitchell,92288.21
78198,Christopher Harris,130447.97
88338,Emily Martinez,211512.49
92855,William Clark,72857.56
96490,Karen Walker,81435.76
67458,Amanda Gutierrez,51613.17
40810,Donna Carter,90800.55
38650,Mark Clark,179028.26
12606,John Nguyen,167816.4
72821,Mary King,65964.64
89806,Maria Perez,150448.61
98642,Margaret King,220487.47
13552,Matthew Flores,89012.54
37580,Isabella Gutierrez,207487.96
91160,Kimberly Walker,195557.52
46470,Jennifer Brown,81821.92
56818,Michael Rodriguez,224342.17
12685,Isabella Ramirez,230111.7
37691,Diego Williams,8733.06
53574,Brian Johnson,132390.92
14096,Mark Davis,130512.58
44403,Donald Campbell,116297.34
71907,Kimberly Jones,113340.32
37577,Nancy Clark,175943.44
46832,Matthew White,146392.51
85547,Matthew Ortiz,102816.17
47342,John Wilson,225278.24
41611,David Hall,193107.72
30593,John Taylor,24695.45
64802,Donna Gonzalez,244389.82
43986,Javier Johnson,205645.47
98282,Donna Baker,22235.85
17657,Diego Thomas,130822.53
36935,Stephanie Walker,67885.74
99643,Christopher King,47749.73
30616,Joshua Williams,94149.38
92903,Lisa Lee,210954.82
79117,Sandra Miller,115179.99
91695,Deborah Adams,79422.39
97491,Christopher Reyes,159305.89
16676,Ashley Lopez,13169.68
90333,Jessica Thompson,116810.62
19308,Carlos Sanchez,106261.16
34150,Mary Anderson,108983.28
52539,George Nguyen,55022.68
18730,Lisa Ramirez,125728.15
86377,Susan Thomas,197100.86
66532,Christopher Rodriguez,240694.67
86251,Isabella Smith,95221.58
59579,Donna Reyes,163789.07
12633,Mark Rodriguez,181179.55
72697,Brian Walker,207527.95
67346,Stephanie Young,49707.29
89477,Elizabeth Gutierrez,221355.57
84551,Nancy Clark,193815.08
86675,Diego Mitchell,133857.88
88108,Mark Allen,218223.71
24946,Miguel Adams,164956.69
64039,Donald Cruz,199455.21
62209,Valentina Taylor,4760.04
29571,Bryan Thompson,208651.9
41572,Jennifer Wright,114020.13
56138,Mary Green,237768.51
44716,Paul Jones,83113.34
29098,Ashley Smith,15443.48
52813,Maria Harris,176244.14
65033,Carol Rivera,200224.13
34199,Donna White,201373.73
91758,Donald Jackson,75501.96
54836,Sarah Perez,55262.49
56062,Jessica Morales,23492.13
49320,Michelle Green,158678.67
94392,Richard Johnson,116284.83
89353,William Anderson,23059.26
23042,Ashley Hall,18839.27
17383,Bryan Gonzalez,210030.77
51954,Sandra Hall,40832.81
54089,Kenneth Davis,137985.37
88642,Miguel Hall,63359.79
36046,Donald Adams,137380.28
98808,Charles Hernandez,236795.03
62023,Kimberly Morales,159069.44
43290,Linda Harris,244347.84
24475,Sofia Reyes,148973.71
62791,Donald Taylor,114595.64
60487,Matthew Castillo,86405.28
47736,Bryan Martinez,173637.98
34418,Daniel Clark,6229.2
26586,Miguel Rivera,233420.88
41906,Steven Miller,235004.36
89656,Elizabeth Green,8000.92
23477,Donna Rivera,51105.52
35424,Diego Hernandez,116163.8
48726,Miguel Flores,98654.52
15123,Joseph Martin,203583.47
87236,Elizabeth Miller,62983.48
22207,Joshua Clark,1898.18
72684,Linda Hall,93822.27
31494,Sofia Baker,189357.12
96795,Mary Adams,79857.01
13417,Barbara Hill,197789.08
20928,Deborah Nelson,220839.48
10240,Brian Nguyen,160957.99
73395,Miguel Hernandez,21050.03
87215,Emily Nguyen,9842.05
11847,David Davis,2770.4
68408,Carlos Young,207299.69
12621,Richard Lopez,53507.62
15416,James Wilson,229736.92
69531,William Rodriguez,142026.22
52118,Margaret Roberts,164216.67
32917,Edward Davis,26185.51
67399,Susan Jones,102293.57
87454,Mark Martin,85332.98
11395,John Jackson,152260.27
41299,Luis Mitchell,159266.44
55606,Kevin Roberts,52222.26
55448,Kenneth Scott,151752.91
24957,Patricia Torres,70888.19
20301,Margaret Hall,149124.88
17173,Camila King,53206.78
80293,Michelle Davis,47583.84
63525,Isabella Adams,230911.31
88949,Susan Sanchez,226960.56
68512,Christopher Ramirez,104299.55
14843,Stephanie Nelson,125436.89
41556,Kenneth Baker,6576.59
93650,Thomas Gutierrez,241785.24
46058,Joseph Reyes,113767.03
54712,Margaret Ortiz,47074.4
78699,Ashley Robinson,139586.74
48094,David Lewis,40664.31
18215,Daniel Lee,240760.83
22515,Carol Williams,139280.19
49977,Robert Lopez,173725.77
63426,Kimberly Gonzalez,44670.39
41608,Kenneth Lopez,124743.94
60019,Michelle Miller,236254.11
64568,George Moore,169874.98
50428,Javier Johnson,24352.89
29556,Steven Robinson,234425.8
40600,Deborah Reyes,8120.16
26808,Nancy Reyes,22364.3
26722,Linda Garcia,217364.31
91452,Linda Garcia,60111.3
78017,Gabriela Mitchell,159412.6
19628,Ashley Mitchell,81244.99
86306,Michael Castillo,47106.05
10792,Maria Gonzalez,206094.34
54295,Mark Castillo,82458.25
42775,Linda Campbell,154060.77
70155,Barbara Roberts,168333.0
48371,Joshua Moore,114235.09
72534,Margaret Jackson,76850.52
13685,Donna King,239340.66
51416,Robert Gutierrez,87827.39
78860,Mary King,76321.94
60104,Mark Robinson,240739.25
58105,Patricia Jackson,119674.45
98113,Donna Morales,226452.4
25386,Barbara Lopez,35208.0
49546,Bryan Taylor,93657.41
52906,Kimberly Nelson,47887.0
11632,Kimberly Thomas,131372.18
16357,Amanda Smith,27898.86
73819,Carol Thomas,242808.17
58543,Michael Wright,234020.45
62805,Michelle Lopez,75096.81
49423,Luis Torres,216858.63
73990,Sarah Davis,186345.92
32843,James Torres,85280.2
39806,Robert Allen,143098.15
26296,Linda Allen,217425.49
90449,Amanda Nguyen,80227.57
79338,Charles Williams,145818.75
65211,Sarah Miller,170528.75
22306,Kenneth King,68431.46
70647,Camila Harris,42697.01
75593,Betty Cruz,246492.41
26062,Charles Nguyen,75740.89
18440,Mark Thompson,36715.34
72798,Elizabeth Williams,140147.54
57433,Edward Brown,222766.99
13034,Robert Davis,117361.23
33274,Andrew Rodriguez,104580.86
64094,Valentina Anderson,199135.76
88348,Andrew Allen,158058.06
97117,Jessica Brown,123508.19
95096,Camila Nguyen,30355.55
23223,Sarah Allen,149471.14
69323,Gabriela Adams,2392.41
60129,Ashley Gutierrez,55033.03
45955,Donna Cruz,10032.57
72240,William Ortiz,119612.14
26656,Mark Smith,61434.06
58868,Anthony King,184387.05
29686,Ashley Lewis,168199.03
77468,Michael Walker,32289.85
43116,Carlos Thomas,232511.32
77573,Daniel Gonzalez,77951.58
42238,Diego Lopez,203652.45
53294,Michelle Ortiz,213581.36
92985,Edward Davis,226665.8
50326,Donna Carter,214104.07
25636,Miguel Scott,105804.04
98409,Ashley Mitchell,218325.77
48055,Christopher Morales,172863.52
33578,Betty Campbell,186389.39
31042,Susan Morales,112800.5
13225,Gabriela Thompson,77119.6
98183,Bryan Anderson,224071.57
10142,Sarah Hill,216584.99
55662,Steven Garcia,152812.74
62794,Michelle Scott,167168.22
59663,Michelle Reyes,55622.1
31232,James Reyes,192308.98
21640,Miguel Jones,165703.08
26980,Valentina Martin,219642.15
90058,Michael Flores,72782.4
15816,James Lewis,33165.25
45237,Camila Cruz,87976.35
92018,Elizabeth Hernandez,50915.44
79358,Sofia Ortiz,163472.8
73758,Brian Roberts,30572.75
10619,James Lopez,15621.07
31535,Karen Lewis,63527.61
26109,Thomas Robinson,73802.39
35787,Betty Garcia,243549.98
29931,Edward Green,167952.21
15037,Charles Clark,241137.4
97376,Andrew Adams,17937.72
50340,Sofia Mitchell,87274.08
27258,Isabella Lopez,75288.53
68984,Gabriela Scott,225813.6
20961,Daniel Scott,175541.76
37741,Richard Baker,94097.61
79867,Valentina Castillo,174049.38
82123,John Lee,14654.85
37798,Jessica Clark,30317.76
83031,Thomas Ramirez,146286.3
67231,Steven Baker,117074.55
88260,Sofia Flores,15058.86
80134,Paul Moore,221365.85
58415,Bryan Ramirez,101688.54
86774,Ashley Taylor,127367.44
68941,Sarah Thompson,8574.91
17836,Daniel Wilson,118634.89
14755,Patricia Williams,118243.99
99640,Richard Wilson,77901.7
26338,James Wilson,222710.91
16703,Joseph Davis,104374.78
64513,Diego Roberts,102439.46
28227,Robert Young,48366.86
22501,Nancy Martinez,95848.86
39433,Michael Smith,229855.79
29914,Valentina Jones,5442.01
19276,Betty Gutierrez,246926.55
98421,Sarah Clark,225791.03
28475,Kevin Green,242499.8
19209,Kenneth Harris,178524.35
31896,Nancy Sanchez,96566.44
74594,Michael Scott,188920.27
68719,Jessica Castillo,245339.05
70365,Daniel Allen,171149.64
52376,Charles Hill,39974.42
70415,Joshua Scott,189735.79
91877,Stephanie Thomas,228752.31
44522,Sandra Miller,228382.6
23127,Jessica Harris,22269.03
26924,Diego Green,230897.84
83092,William Williams,29365.96
10007,John Carter,120528.02
33918,Patricia Castillo,173845.93
24793,Kenneth Campbell,64272.35
21685,Steven Garcia,194969.82
72565,James Lewis,241298.87
20390,Joshua Anderson,149482.89
19142,George Johnson,196716.19
36360,Kenneth Anderson,2241.62
34798,Michael Hall,142469.39
86941,Amanda Taylor,195427.82
33774,John Lewis,174969.26
24385,Edward Miller,132603.95
45708,Diego Nguyen,91189.33
57880,Karen Miller,26119.23
38092,Margaret Green,38801.74
18442,Sarah Sanchez,143494.92
58796,Jessica Hall,81174.29
19650,Michael Rodriguez,66862.72
63398,Camila Baker,176128.29
32748,Sandra King,169810.77
90586,Steven Sanchez,25294.76
88794,Linda Nguyen,125037.84
60294,Jennifer Robinson,85763.06
10359,Diego Rodriguez,68886.11
66321,William Garcia,176654.17
62699,Javier Flores,137096.68
94427,Patricia Brown,39539.09
61575,Donald Clark,59140.24
48320,Isabella Perez,155602.19
39711,Gabriela Ramirez,240819.84
32864,Robert Green,143738.73
73637,Daniel Harris,175023.68
97222,Brian Wright,166781.89
52313,Javier Hernandez,170004.63
68022,Patricia Young,43830.83
38634,Andrew Hall,221653.04
49849,Christopher Rivera,83751.04
73049,Mark White,145798.88
98293,Miguel Reyes,223449.84
21853,Matthew Miller,240836.11
44037,Amanda Lee,32308.8
34529,Michael Anderson,22136.27
99140,Thomas Nguyen,81236.34
74471,Paul Lewis,99066.95
71080,Kevin Nelson,187013.59
59780,Sarah Wilson,39601.06
74965,Paul Garcia,963.16
11402,Diego Torres,91624.71
65713,Amanda Perez,122604.37
55172,Maria Johnson,130611.6
39897,James Scott,62152.09
96688,Elizabeth Cruz,137135.39
45161,Bryan Campbell,155008.17
13148,Deborah Nguyen,94864.04
34676,Lisa Harris,235249.72
57014,Kimberly Jackson,66545.12
73805,Richard Anderson,220262.88
62853,Joshua Baker,212601.59
48200,Paul Nguyen,48495.51
78340,James Roberts,103056.49
92990,Edward Harris,76546.76
29105,Patricia Jackson,104277.67
98159,Stephanie Baker,145711.35
15477,Linda Hernandez,177690.27
38420,Donald Ortiz,29354.09
99930,Andrew Carter,37000.93
13105,John Campbell,182867.54
70061,Sandra White,145529.4
37560,Jennifer Miller,157850.1
43153,Jessica Cruz,228925.27
93332,Luis Wilson,160003.96
48936,Christopher Johnson,136291.2
45957,Gabriela Wright,43671.76
98898,Amanda Johnson,177632.21
46496,Susan Nelson,208837.3
70387,Sarah Flores,216491.92
45076,Matthew Lee,93985.01
48349,Elizabeth Rivera,119684.11
81678,George Castillo,202095.73
10601,Gabriela Baker,161786.89
58378,Matthew Jones,145579.91
26889,James Adams,227709.6
29318,Deborah Sanchez,87466.28
99343,Steven Miller,54924.79
97563,Jennifer Rivera,13645.52
62419,Luis Clark,86352.22
21382,Karen Hill,187666.32
65393,Bryan Martin,25008.27
63489,Miguel Smith,27034.95
94206,Gabriela Garcia,234916.45
32463,Jessica Moore,159349.31
89613,Joseph Smith,143215.42
64970,Kimberly Hall,125990.13
95448,Jennifer Smith,93716.13
11513,George Wright,145630.11
74938,Brian Hall,138542.99
92345,Joshua Hill,82762.66
40690,Isabella Taylor,65263.37
19828,Ashley Robinson,71438.5
12989,Ashley Baker,104234.02
22090,John Campbell,135557.89
11554,Robert Gutierrez,66217.51
90604,Kimberly Adams,102776.06
21449,Edward Scott,226667.41
71373,Michael Rodriguez,16298.59
95557,Daniel Baker,161937.65
24509,Margaret Harris,143898.01
51451,John Perez,38714.75
57850,Deborah Green,175114.4
79582,Margaret Thomas,231822.04
10996,Karen Gutierrez,193681.77
16706,Robert Nelson,92117.86
44322,Nancy Taylor,131615.64
76511,David Mitchell,190089.44
36324,Mary Hill,217269.17
59064,Patricia Scott,31942.71
67035,Carol Green,124447.4
63093,David Flores,175019.06
63389,Paul Castillo,17681.54
32507,Robert Scott,29366.98
40433,Kenneth Jones,104547.42
82170,Joseph Allen,122168.05
36178,John Roberts,242370.6
68396,Paul Lee,129820.81
38177,James Clark,167464.63
86125,Javier Scott,151800.24
56421,Elizabeth Flores,220328.2
72151,Carol Wilson,226493.09
65805,Melissa Miller,209912.13
50283,Joshua Cruz,152678.17
86168,Nancy Moore,59807.76
37237,Kenneth Adams,79567.59
40546,Elizabeth Castillo,204577.91
74975,Emily Morales,224883.34
76727,William Jones,79745.78
81265,Joseph Castillo,165348.86
97565,Emily Hill,244110.07
57481,Stephanie Rivera,138170.96
36366,Margaret Carter,143259.52
14739,Jessica Wright,12624.34
51293,Matthew Jones,193530.28
57252,Kenneth Reyes,138218.93
29687,Sofia Reyes,203752.98
22060,Michael Robinson,171899.79
61124,Brian Gutierrez,150993.87
89311,Carol Rivera,224067.13
72703,Emily Lee,3112.6
77577,Robert Castillo,125620.32
50177,Edward Flores,202388.23
27977,Mary Hill,225955.31
58004,Miguel Robinson,78656.46
59382,Linda Martin,244931.7
54816,Mark Allen,17841.03
28810,Sofia Carter,131167.13
41848,David Moore,91194.02
77448,Javier Hill,230451.48
40921,Barbara Baker,29159.51
46939,James King,187547.1
31000,Jennifer Walker,121512.03
52704,Sofia Clark,119223.58
26515,Stephanie Nguyen,146912.08
31096,Michael Lee,153217.89
63396,Emily Morales,162917.0
11950,Emily Morales,91003.88
99602,Edward Garcia,98795.3
13101,Joshua Walker,62449.01
98917,Stephanie Flores,90915.17
84911,Margaret Mitchell,151644.46
78528,Barbara Robinson,118352.79
71785,Bryan White,206612.82
87542,Sofia Reyes,15521.42
95002,Charles Moore,170768.49
45831,Kimberly Cruz,244528.85
53157,William Wright,211410.23
88967,Linda Allen,29802.12
25243,Nancy Ramirez,192516.44
77097,Joseph Morales,89649.18
88912,Jennifer Harris,84999.95
36581,Bryan Thompson,88676.27
76299,Diego Harris,231639.88
27949,Stephanie Rivera,153312.66
60208,Brian Nguyen,152922.29
81453,Jessica Nguyen,60129.72
36534,Margaret Lopez,130678.56
59167,Kimberly Clark,48677.01
85190,Kevin Brown,213011.3
39272,Deborah Adams,90525.63
37981,Daniel Morales,213955.89
21549,James Moore,227079.54
38987,Jennifer Brown,50371.41
36449,Sofia Brown,154176.04
91659,Paul Sanchez,231771.54
97540,Joseph Lee,82618.07
78348,Sandra Anderson,89581.73
47665,Emily Scott,167448.88
72118,Michael Hill,59319.33
18413,Linda Perez,34635.34
99267,Gabriela Moore,142395.95
75559,John Perez,227423.83
56934,Javier Nelson,190399.48
50520,David Baker,227212.63
80359,Javier Ortiz,81045.27
48018,Nancy Hernandez,242331.75
95465,Carol Cruz,6421.97
41763,Michelle Martinez,245579.49
97485,Kevin Green,103895.33
99123,George Anderson,210655.06
95713,Sarah Nguyen,64051.59
33248,Sarah Jones,169749.3
48108,William Nguyen,140540.55
98444,Isabella Perez,158911.31
22189,Richard Lewis,1553.61
59393,Donald Mitchell,8487.37
32952,Kevin Taylor,221624.93
44060,Luis Hill,81702.36
51384,Daniel Moore,70166.92
11308,Sarah Ramirez,158582.01
21355,John Martin,109560.69
27090,Jessica Smith,107841.68
21491,Miguel Lewis,194033.86
62864,Gabriela Hill,153582.64
40668,Jessica White,210995.02
79798,George Clark,193711.51
84473,Anthony Sanchez,60886.63
28986,Ashley Lee,177844.43
78894,James Cruz,165499.89
13514,Linda Jones,139321.64
91903,Edward Brown,1915.69
78956,Carol Anderson,183533.99
86222,Jennifer Young,142600.11
43704,Barbara Cruz,189441.82
84486,Linda Young,126796.12
53431,Carol Wright,32274.86
42716,Deborah Cruz,168657.82
84737,Matthew Young,212235.62
92750,Elizabeth Rodriguez,156694.31
58975,James Rodriguez,158674.28
84958,George Jackson,168365.91
73897,Matthew Williams,184244.24
69660,Edward Jackson,142530.96
26861,Carlos Moore,206543.06
89789,Christopher Harris,164238.34
50317,Javier Adams,211164.07
55825,Melissa Gutierrez,147884.9
97845,Andrew Martin,15518.41
63857,David Clark,211823.17
81826,Daniel Clark,6164.33
